Molecule	Type	actin cytoskeleton reorganization	actin filament debranching	actin filament polymerization	adhesion strenghtening and intraluminal crawling	ameboidal-type cell migration	angiogenesis	anti-inflammatory molecule gene expression	apoptotic cell clearance	apoptotic process	capture rolling	cell adhesion	cell motility	cytokine production involved in inflammatory response	degradation of membrane-associated molecules	destruction of pathogens	digestion of microbes/particles/...	endosomal vesicle fusion	endothelial cell proliferation	endothelial migration	epithelial cell proliferation involved in lung morphogenesis	epithelium regeneration	establishment of cell polarity	fatty acid synthesis	fibroblast efferocytosis	fibroblast migration	firm adhesion	focal adhesion	formation of intraluminal vesicles	fusion with late endosomes	gluconeogenese	glycogen synthesis	glycolysis	hypothermia	keratinocyte migration	keratinocyte proliferation	ketogenic acid synthesis	leukocyte migration	leukotriene synthesis	lipoxin synthesis	lymphocyte chemotaxis	m1 phenotype and behavior	m2 phenotype and behavior	macrophage clearance	macrophage derived foam cell differentiation	macrophage differentiation	maresin synthesis	membrane hyperpolarization	microtubule cytoskeleton organization	microtubule-based movement	monocyte chemotaxis	monocyte extravasation	myeloid dendritic cell differentiation	myosin ii filament organization	natural killer cell chemotaxis	neurotrophy	neutrophil apoptotic process	neutrophil chemotaxis	neutrophil extravasation	nf-κb response	p38mapk cascade	pamp recognition	phagocytic cup	phagocytosis, engulfment	phagosome maturation	phagosome sealing	phagosome-lysosome fusion	platelet activation	platelet aggregation	platelet degranulation	pmn infiltration	positive regulation of acute inflammatory response	positive regulation of cellular response to insulin stimulus	positive regulation of vascular permeability	prostaglandin synthesis	protectin synthesis	reactive oxygen species metabolic process	recognition of a target particle	regulation of actin cytoskeleton reorganization	regulation of acute inflammatory response	resolution of airway inflammation	resolution of edema	resolvin synthesis	response to endoplasmic reticulum stress	sensory perception of pain	site of dna damage	slow rolling	stat3 pathway	thromboxan synthesis	tissue homeostasis	unknown signalling cascades	uptake of srbc	vascular associated smooth muscle cell migration	vasoconstriction	vasodilation	wound constriction	wound healing
PCCB	PROTEIN	13	17	16	16	17	-16	0	-16	-15	17	-16	12	0	0	14	20	20	19	0	0	14	-16	14	0	-16	15	-16	0	0	15	17	9	0	16	16	12	0	-21	-17	0	-15	-15	0	-17	14	-17	16	17	0	0	15	15	16	-17	0	15	13	14	0	15	15	18	13	17	16	0	12	12	14	0	-15	0	14	-16	18	17	15	13	14	0	0	-17	-17	0	15	-16	15	-17	14	12	0	-17	14	-14	0	15
Propionyl-CoA carboxylase	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gluconeogenese	PHENOTYPE	15	19	18	18	19	-18	0	-18	-17	19	-18	14	0	0	16	22	22	21	0	0	16	-18	17	0	-18	17	-18	0	0	0	5	9	0	18	18	15	0	-23	-19	0	-17	-17	0	-19	16	-19	18	19	0	0	17	17	18	-19	0	17	15	16	0	17	17	20	15	19	18	0	14	14	16	0	-17	0	16	-18	20	19	17	15	16	0	0	-19	-19	0	17	-18	17	-19	16	14	0	-19	16	-16	0	17
Xylulosse-5-Phosphate:Ribose-5-Phosphate	COMPLEX	12	16	15	15	16	-15	0	-15	-14	16	-15	11	0	0	13	19	19	18	0	0	13	-15	14	0	-15	14	-15	0	0	4	6	6	0	15	15	12	0	-20	-16	0	-14	-14	0	-16	13	-16	15	16	0	0	14	14	15	-16	0	14	12	13	0	14	14	17	12	16	15	0	11	11	13	0	-14	0	13	-15	17	16	14	12	13	0	0	-16	-16	0	14	-15	14	-16	13	11	0	-16	13	-13	0	14
Glyceralaldehyde-3-Phosphate:Sedoheptulose-7-Phosphate	COMPLEX	13	17	16	16	17	-16	0	-16	-15	17	-16	12	0	0	14	20	20	19	0	0	14	-16	15	0	-16	15	-16	0	0	3	5	7	0	16	16	13	0	-21	-17	0	-15	-15	0	-17	14	-17	16	17	0	0	15	15	16	-17	0	15	13	14	0	15	15	18	13	17	16	0	12	12	14	0	-15	0	14	-16	18	17	15	13	14	0	0	-17	-17	0	15	-16	15	-17	14	12	0	-17	14	-14	0	15
Erythrose-4-Phosphate:Fructose-6-Phosphate	COMPLEX	12	16	15	15	16	-15	0	-15	-14	16	-15	11	0	0	13	19	19	18	0	0	13	-15	14	0	-15	14	-15	0	0	4	6	6	0	15	15	12	0	-20	-16	0	-14	-14	0	-16	13	-16	15	16	0	0	14	14	15	-16	0	14	12	13	0	14	14	17	12	16	15	0	11	11	13	0	-14	0	13	-15	17	16	14	12	13	0	0	-16	-16	0	14	-15	14	-16	13	11	0	-16	13	-13	0	14
Xylulosse-5-Phosphate:Erythrose-4-Phosphate	COMPLEX	12	16	15	15	16	-15	0	-15	-14	16	-15	11	0	0	13	19	19	18	0	0	13	-15	14	0	-15	14	-15	0	0	3	5	6	0	15	15	12	0	-20	-16	0	-14	-14	0	-16	13	-16	15	16	0	0	14	14	15	-16	0	14	12	13	0	14	14	17	12	16	15	0	11	11	13	0	-14	0	13	-15	17	16	14	12	13	0	0	-16	-16	0	14	-15	14	-16	13	11	0	-16	13	-13	0	14
Fructose-6-Phosphate:Glyceralaldehyde-3-Phosphate	COMPLEX	13	17	16	16	17	-16	0	-16	-15	17	-16	12	0	0	14	20	20	19	0	0	14	-16	15	0	-16	15	-16	0	0	4	6	7	0	16	16	13	0	-21	-17	0	-15	-15	0	-17	14	-17	16	17	0	0	15	15	16	-17	0	15	13	14	0	15	15	18	13	17	16	0	12	12	14	0	-15	0	14	-16	18	17	15	13	14	0	0	-17	-17	0	15	-16	15	-17	14	12	0	-17	14	-14	0	15
UDP-Glucose:Galactose-1-Phosphate	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glucose-1-Phosphate:UDP-Galactose	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-Phospho-Hydroxy-Pyruvate:Glutamate	COMPLEX	8	12	11	11	12	-11	0	-11	-10	12	-11	7	0	0	9	15	15	14	0	0	9	-11	10	0	-11	10	-11	0	0	8	10	4	0	11	11	8	0	-16	-12	0	-10	-10	0	-12	9	-12	11	12	0	0	10	10	11	-12	0	10	8	9	0	10	10	13	8	12	11	0	7	7	9	0	-10	0	9	-11	13	12	10	8	9	0	0	-12	-12	0	10	-11	10	-12	9	7	0	-12	9	-9	0	10
3-Phosphoserine:_alpha_-Ketogluatarate	COMPLEX	9	13	12	12	13	-12	0	-12	-11	13	-12	8	0	0	10	16	16	15	0	0	10	-12	11	0	-12	11	-12	0	0	7	9	5	0	12	12	9	0	-17	-13	0	-11	-11	0	-13	10	-13	12	13	0	0	11	11	12	-13	0	11	9	10	0	11	11	14	9	13	12	0	8	8	10	0	-11	0	10	-12	14	13	11	9	10	0	0	-13	-13	0	11	-12	11	-13	10	8	0	-13	10	-10	0	11
Aspartate:_alpha_-Ketogluatarate	COMPLEX	7	11	10	10	11	-10	0	-10	-9	11	-10	6	0	0	8	14	14	13	0	0	8	-10	9	0	-10	9	-10	0	0	9	11	3	0	10	10	7	0	-15	-11	0	-9	-9	0	-11	8	-11	10	11	0	0	9	9	10	-11	0	9	7	8	0	9	9	12	7	11	10	0	6	6	8	0	-9	0	8	-10	12	11	9	7	8	0	0	-11	-11	0	9	-10	9	-11	8	6	0	-11	8	-8	0	9
Oxalacetate:Glutamate	COMPLEX	8	12	11	11	12	-11	0	-11	-10	12	-11	7	0	0	9	15	15	14	0	0	9	-11	10	0	-11	10	-11	0	0	8	10	4	0	11	11	8	0	-16	-12	0	-10	-10	0	-12	9	-12	11	12	0	0	10	10	11	-12	0	10	8	9	0	10	10	13	8	12	11	0	7	7	9	0	-10	0	9	-11	13	12	10	8	9	0	0	-12	-12	0	10	-11	10	-12	9	7	0	-12	9	-9	0	10
Pyruvate:Glutamate	COMPLEX	8	12	11	11	12	-11	0	-11	-10	12	-11	7	0	0	9	15	15	14	0	0	9	-11	10	0	-11	10	-11	0	0	8	10	4	0	11	11	8	0	-16	-12	0	-10	-10	0	-12	9	-12	11	12	0	0	10	10	11	-12	0	10	8	9	0	10	10	13	8	12	11	0	7	7	9	0	-10	0	9	-11	13	12	10	8	9	0	0	-12	-12	0	10	-11	10	-12	9	7	0	-12	9	-9	0	10
Alanin:_alpha_-Ketogluatarate	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrate:CoA:ATP	COMPLEX	5	9	8	8	9	-8	0	-8	-7	9	-8	4	0	0	6	12	12	11	0	0	6	-8	7	0	-8	7	-8	0	0	9	11	3	0	8	8	5	0	-13	-9	0	-7	-7	0	-9	6	-9	8	9	0	0	7	7	8	-9	0	7	5	6	0	7	7	10	5	9	8	0	4	4	6	0	-7	0	6	-8	10	9	7	5	6	0	0	-9	-9	0	7	-8	7	-9	6	4	0	-9	6	-6	0	7
Acetyl-CoA:Oxalacetate:ADP:phosphate	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetyl-CoA:Acetoacetyl-CoA	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ketoacyl-CoA:CoA	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acyl-CoA:Acetyl-CoA	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyceralaldehyde-3-Phosphate:Dihydroxyacetone-Phosphate	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dihydroxyacetone-Phosphate:Glyceraldehyde	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHA	SIMPLE_MOLECULE	6	-10	-9	-7	-10	-7	0	-5	-6	-10	-8	5	0	0	-7	13	13	-12	0	0	7	-8	14	0	-7	-7	-8	0	0	-10	-12	-9	0	-6	5	12	0	-7	-7	0	6	-5	0	-6	4	4	9	9	0	0	-7	-6	9	-8	0	-6	6	-7	0	-6	7	-11	6	10	9	0	5	5	9	0	6	0	7	6	3	-7	-8	6	9	0	0	5	-6	0	7	-7	-7	-7	7	5	0	-9	-7	-7	0	8
14(S)-Hp-DHA	SIMPLE_MOLECULE	-7	-10	-8	-6	-9	-7	0	-6	5	9	-8	-7	0	0	-9	-14	-14	11	0	0	-9	-7	-16	0	-7	-6	-8	0	0	-10	-12	-8	0	-6	6	-14	0	-11	-8	0	-6	-6	0	-7	-5	3	-11	8	0	0	-6	5	-10	-7	0	-7	-6	-6	0	5	7	-10	-8	-11	-10	0	-7	-7	-9	0	7	0	-7	6	8	-8	-8	-8	-9	0	0	-8	-7	0	-7	-6	-10	-8	7	-7	0	-9	-7	7	0	-10
14(R)-HDHA	SIMPLE_MOLECULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17(S)-Hp-DHA	SIMPLE_MOLECULE	5	-9	8	-8	9	-6	0	-4	-5	-9	-7	4	0	0	-6	12	12	-11	0	0	6	-7	13	0	-6	6	-7	0	0	-9	-11	-8	0	-5	4	11	0	-6	-6	0	5	-4	0	-5	3	-6	8	-8	0	0	6	-5	8	-7	0	-5	5	-6	0	-5	6	10	5	9	8	0	4	4	8	0	5	0	6	5	2	-6	-7	5	8	0	0	4	-5	0	6	-8	-6	-6	6	4	0	-8	-6	-6	0	7
17(R)-Hp-DHA	SIMPLE_MOLECULE	6	-9	9	-9	10	7	0	-5	-6	-10	-8	5	0	0	-7	-13	-13	-12	0	0	7	-9	14	0	7	-7	-8	0	0	-10	-12	-10	0	6	6	12	0	-6	-7	0	-6	-5	0	-6	5	-7	9	-9	0	0	-7	-6	9	-7	0	-6	6	-7	0	-6	-8	11	6	-10	-9	0	5	5	9	0	6	0	7	-6	3	-7	-7	6	9	0	0	-7	-6	0	7	-9	-7	-6	7	5	0	-9	7	-7	0	8
13(S),14(S)-epoxy-DHA	SIMPLE_MOLECULE	-6	-9	-7	-5	-8	-6	0	-5	4	8	-7	-6	0	0	-8	-13	-13	10	0	0	-8	-6	-15	0	-6	-5	-7	0	0	-9	-11	-7	0	-5	5	-13	0	-10	-7	0	-5	-5	0	-6	-4	2	-10	7	0	0	-5	4	-9	-6	0	-6	-5	-5	0	4	6	-9	-7	-10	-9	0	-6	-6	-8	0	6	0	-6	5	7	-7	-7	-7	-8	0	0	-7	-6	0	-6	-5	-9	-7	6	-6	0	-8	-6	6	0	-9
EPHX2	PROTEIN	-6	-9	-7	-5	-8	-6	0	-5	5	-9	-7	-6	0	0	-8	-13	-13	11	0	0	-8	-6	-15	0	-6	-5	-7	0	0	-9	-11	-7	0	5	5	-13	0	-10	-7	0	-5	-5	0	-6	4	2	-10	7	0	0	-5	-5	-9	-6	0	-6	-5	6	0	-5	-7	-9	-7	-10	-9	0	-6	-6	-8	0	6	0	-6	5	7	-7	-7	-7	-8	0	0	-7	-6	0	-6	-5	-9	-7	-8	-6	0	-8	-8	-8	0	-9
EPHX1/2/3	PROTEIN	-6	-9	-7	-5	-8	-6	0	-5	4	8	-7	-6	0	0	-8	-13	-13	10	0	0	-8	-6	-15	0	-6	-5	-7	0	0	-9	-11	-7	0	-5	5	-13	0	-10	-7	0	-5	-5	0	-6	-4	2	-10	7	0	0	-5	4	-9	-6	0	-6	-5	-5	0	4	6	-9	-7	-10	-9	0	-6	-6	-8	0	6	0	-6	5	7	-7	-7	-7	-8	0	0	-7	-6	0	-6	-5	-9	-7	6	-6	0	-8	-6	6	0	-9
7(S),14(S)-diHp-DHA	SIMPLE_MOLECULE	-6	-9	-7	-5	-8	-6	0	-5	5	-9	-7	-6	0	0	-8	-13	-13	11	0	0	-8	-6	-15	0	-6	-5	-7	0	0	-9	-11	-7	0	5	5	-13	0	-10	-7	0	-5	-5	0	-6	4	2	-10	7	0	0	-5	-5	-9	-6	0	-6	-5	6	0	-5	-7	-9	-7	-10	-9	0	-6	-6	-8	0	6	0	-6	5	7	-7	-7	-7	-8	0	0	-7	-6	0	-6	-5	-9	-7	-8	-6	0	-8	-8	-8	0	-9
14(S)-HDHA	SIMPLE_MOLECULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16S,17S-epoxy-DHA	SIMPLE_MOLECULE	5	-9	8	-8	9	6	0	-4	-5	-9	-7	4	0	0	6	12	12	-11	0	0	6	-8	-15	0	6	6	-7	0	0	-9	-11	-9	0	5	5	-13	0	-10	-6	0	5	-4	0	-5	4	-6	8	-8	0	0	6	-5	8	-9	0	-5	5	-6	0	-5	-7	10	5	9	8	0	4	4	8	0	5	0	6	5	2	-6	-7	5	8	0	0	-6	-5	0	-7	-8	7	7	6	4	0	-8	6	-6	0	7
17R(16)-epoxy-DHA	SIMPLE_MOLECULE	5	-9	8	-8	9	6	0	-4	-5	-9	-7	4	0	0	6	12	12	-11	0	0	6	-8	-15	0	6	6	-7	0	0	-9	-11	-9	0	5	5	-13	0	-10	-6	0	5	-4	0	-5	4	-6	8	-8	0	0	6	-5	8	-9	0	-5	5	-6	0	-5	-7	10	5	9	8	0	4	4	8	0	5	0	6	5	2	-6	-7	5	8	0	0	-6	-5	0	-7	-8	7	7	6	4	0	-8	6	-6	0	7
7(S),17(S)-diHp-DHA	SIMPLE_MOLECULE	-6	-9	-8	-8	-9	6	0	5	5	-9	-8	-7	0	0	-5	-12	-12	11	0	0	7	-7	12	0	6	6	-6	0	0	9	11	8	0	-6	3	10	0	11	7	0	-6	5	0	8	-4	7	7	-8	0	0	6	-5	-8	8	0	6	6	6	0	-5	-8	-10	6	-9	-8	0	-7	-7	9	0	-6	0	-6	-6	-8	-8	-7	-8	9	0	0	3	-8	0	-7	-8	-5	-8	-7	5	0	-7	-7	7	0	-10
Lipoxygenase	PROTEIN	-7	-10	-9	-9	-10	7	0	6	6	-10	-9	-8	0	0	-6	-13	-13	12	0	0	8	-8	13	0	7	7	-7	0	0	10	12	9	0	-7	4	11	0	12	8	0	-7	6	0	9	-5	8	8	-9	0	0	7	-6	-9	9	0	7	7	7	0	-6	-9	-11	7	-10	-9	0	-8	-8	10	0	-7	0	-7	-7	-9	-9	-8	-9	10	0	0	4	-9	0	-8	-9	-6	-9	-8	6	0	-8	-8	8	0	-11
17(S)-HDHA	SIMPLE_MOLECULE	-8	10	-9	-7	-10	-8	0	5	-7	-8	-8	-7	0	0	-9	14	14	-13	0	0	-10	-7	15	0	-8	-6	-8	0	0	-11	-13	9	0	5	5	13	0	-5	7	0	-5	5	0	7	-5	7	10	-9	0	0	-6	-4	10	-6	0	7	-7	5	0	-4	-7	-11	8	11	10	0	-8	-8	-10	0	-7	0	-7	-5	-9	-10	8	-8	-10	0	0	3	7	0	7	-7	-9	-5	-8	7	0	-9	8	-8	0	-11
GPX4	PROTEIN	-7	-9	-9	-8	-10	-7	0	5	6	-9	8	-8	0	0	-6	11	11	12	0	0	9	-8	13	0	-7	-7	-8	0	0	-10	-12	9	0	6	6	11	0	-6	4	0	-6	5	0	6	-6	7	8	-9	0	0	-7	-5	7	-7	0	6	7	6	0	-5	-8	-11	7	8	7	0	-8	-8	-9	0	-6	0	-7	-6	-9	7	-7	-8	-9	0	0	4	6	0	7	-8	-6	-6	-8	6	0	-9	-8	-8	0	-11
17(R)-HDHA	SIMPLE_MOLECULE	-7	-8	-9	-8	-10	6	0	6	-6	-10	-8	-8	0	0	-6	-12	-12	-12	0	0	-10	-8	13	0	6	-6	-8	0	0	-10	-12	9	0	5	5	11	0	-5	7	0	-5	5	0	7	-5	7	8	-9	0	0	-6	-6	-9	-6	0	-6	7	7	0	-6	-8	-11	-8	-9	-8	0	-8	-8	-9	0	6	0	-7	-5	-9	-10	-6	-8	-9	0	0	7	7	0	6	-8	-6	-5	-8	-7	0	-9	-8	-8	0	-11
4(S)-Hp-17(R)-HDHA	SIMPLE_MOLECULE	-7	10	8	-7	9	7	0	5	5	-9	-9	-7	0	0	-8	13	13	11	0	0	-10	-7	15	0	7	-5	8	0	0	-11	-13	-9	0	4	4	13	0	-4	6	0	-4	4	0	6	-4	6	10	-8	0	0	-6	-5	9	-5	0	-8	-7	6	0	-5	-8	10	7	10	9	0	-8	-8	-10	0	-8	0	-7	-4	-10	-9	8	-9	-10	0	0	6	6	0	5	-7	-8	-4	-8	6	0	9	8	-8	0	-11
4(S)-Hp-17(S)-HDHA	SIMPLE_MOLECULE	-7	10	8	-7	9	7	0	5	-6	-9	-9	-7	0	0	-8	13	13	-12	0	0	-10	-7	15	0	7	-5	8	0	0	-11	-13	-9	0	4	4	13	0	-4	6	0	-4	4	0	6	-4	6	10	-8	0	0	-6	-5	9	-5	0	-8	-7	6	0	-5	-8	10	7	10	9	0	-8	-8	-10	0	-8	0	-7	-4	-10	-9	8	-9	-10	0	0	2	6	0	8	-7	-8	-4	-8	6	0	9	8	-8	0	-11
4S(5)-epoxy-17(S)-HDHA	SIMPLE_MOLECULE	-6	9	7	-6	8	6	0	4	-5	-8	-8	-6	0	0	-7	12	12	-11	0	0	-9	-6	14	0	6	-4	7	0	0	-10	-12	-8	0	3	3	12	0	-3	5	0	-3	3	0	5	-3	5	9	-7	0	0	-5	-4	8	-4	0	-7	-6	5	0	-4	-7	9	6	9	8	0	-7	-7	-9	0	-7	0	-6	-3	-9	-8	7	-8	-9	0	0	2	5	0	7	-6	-7	-3	-7	5	0	8	7	-7	0	-10
7S(8)-epoxy-17(R)-HDHA	SIMPLE_MOLECULE	-5	-6	-7	-6	-8	4	0	4	-4	-8	-6	-6	0	0	-4	-10	-10	-10	0	0	-8	-6	11	0	4	5	-6	0	0	-8	-10	7	0	-5	-5	9	0	10	-6	0	-4	-4	0	-6	-3	-6	6	-7	0	0	-4	-4	-7	-5	0	-4	5	5	0	-4	-6	-9	-6	-7	-6	0	-6	-6	-7	0	4	0	-5	-5	-7	-8	-4	-6	-7	0	0	-6	-6	0	-6	-6	-4	-6	-6	-5	0	-7	-6	-6	0	-9
4S(5)-epoxy-17(R)-HDHA	SIMPLE_MOLECULE	-6	9	7	-6	8	6	0	4	4	-8	-8	-6	0	0	-7	12	12	10	0	0	-9	-6	14	0	6	-4	7	0	0	-10	-12	-8	0	3	3	12	0	-3	5	0	-3	3	0	5	-3	5	9	-7	0	0	-5	-4	8	-4	0	-7	-6	5	0	-4	-7	9	6	9	8	0	-7	-7	-9	0	-7	0	-6	-3	-9	-8	7	-8	-9	0	0	5	5	0	4	-6	-7	-3	-7	5	0	8	7	-7	0	-10
LTC4S	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALOX5	PROTEIN	-6	-7	-8	-6	-9	5	0	4	-5	-9	-7	-7	0	0	-5	10	10	-11	0	0	8	-7	12	0	5	-5	-7	0	0	-9	-11	-8	0	4	4	10	0	2	3	0	-4	4	0	5	-4	3	7	-8	0	0	-5	-5	6	-5	0	-5	-6	-6	0	-5	-7	-10	6	7	6	0	-7	-7	-8	0	5	0	-6	-4	-8	6	-5	-7	-8	0	0	3	5	0	5	-6	-5	-4	-7	5	0	-8	-7	-7	0	-10
LTA4H	PROTEIN	-5	-6	-7	5	-8	4	0	-4	-4	-8	-6	4	0	0	-4	-10	-10	-10	0	0	6	-6	11	0	4	-4	-5	0	0	-8	-10	7	0	3	2	9	0	2	5	0	-3	3	0	-5	-3	5	6	-7	0	0	-4	-4	-7	-4	0	-4	5	5	0	-4	-6	-9	5	-7	-6	0	4	4	-7	0	4	0	-5	-3	2	-6	-4	5	-7	0	0	2	-5	0	4	5	-4	-3	-6	4	0	-6	-6	-6	0	7
ALOX15	PROTEIN	-5	-8	-7	-7	-8	-6	0	-4	4	-8	-7	4	0	0	-4	9	9	10	0	0	6	-6	11	0	-6	5	-6	0	0	8	10	7	0	-5	5	9	0	-7	2	0	5	-4	0	-5	3	-6	6	-8	0	0	-6	-4	5	-8	0	-5	5	5	0	-4	6	-9	5	6	5	0	4	4	7	0	-5	0	-5	5	2	-6	-6	5	7	0	0	2	-5	0	6	-7	-4	-7	-6	4	0	-7	-6	-6	0	7
CYP2E1	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSTM4	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP1A2	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
