Symbol	Fibrosis_1	Fibrosis_1_pvalue	Fibrosis_2	Fibrosis_2_pvalue	Fibrosis_3	Fibrosis_3_pvalue	Fibrosis_4	Fibrosis_4_pvalue
XPO4	-0.12648069	0.554	-0.1667875	0.78474	-0.22876276	0.289	-0.0871206	0.919
TRIM69	-0.17649598	0.554	-0.0752098	0.93927	0.09369198	0.748	0.3036781	0.677
LOC105371413	-0.23867069	0.554	-0.0663575	0.95709	-0.4245741	0.225	-0.0899519	0.938
YBX2	-0.23149946	0.554	-0.3927437	0.61591	-1.00699129	0.00352	-0.4788036	0.607
FIZ1	-0.0845988	0.554	-0.2376072	0.40013	-0.20480759	0.129	-0.0053529	0.992
TMEM184B	0.0926543	0.554	-0.0180936	0.97682	0.33110842	0.0401	0.0687949	0.897
LOC105379127	0.19291786	0.554	-0.0575208	0.95393	-0.10934436	0.769	0.0661891	0.946
MRTO4	-0.06623313	0.554	-0.0004161	0.99912	-0.05208719	0.68	-0.0720758	0.842
LDLRAP1	0.06822682	0.555	-0.0154895	0.97075	-0.08506164	0.494	-0.1930375	0.538
AP4B1-AS1	-0.0720437	0.555	0.0914504	0.74819	-0.12089899	0.343	0.1939832	0.481
TSPO	-0.14555657	0.555	-0.013511	0.9874	0.76620846	0.00825	0.356274	0.535
SHROOM3	0.07637861	0.555	-0.0533658	0.87317	-0.06521981	0.637	-0.1025899	0.781
B3GNT4	0.05478747	0.555	-0.0092071	0.97978	-0.01129749	0.926	0.1962934	0.411
TSC22D2	0.04742205	0.555	0.0030988	0.9913	0.12958426	0.0752	0.0950141	0.597
SMN1	-0.07372036	0.555	0.005382	0.99038	0.06884233	0.618	-0.029953	0.935
PCDH19	-0.26898379	0.555	-0.1632372	0.90196	-0.05707177	0.903	0.9240852	0.349
AGO1	-0.04758123	0.555	-0.0964487	0.50225	-0.06189171	0.286	-0.1947332	0.158
LOC107985897	0.08467669	0.555	-0.1332911	0.6397	-0.42450776	0.0101	-0.7114202	0.0147
ZGRF1	0.1141551	0.555	0.2087377	0.50225	0.18783297	0.211	0.4611319	0.191
SORL1-AS1	0.12380933	0.555	-0.1379157	0.75426	-0.24740091	0.168	-0.3952278	0.39
TNFSF12	-0.09817186	0.555	0.0801609	0.83341	0.61921126	0.00261	0.5483548	0.0868
ARL17A	0.15140168	0.555	-0.1741242	0.72179	0.14909118	0.506	-0.2017362	0.737
KREMEN1	-0.12350607	0.555	-0.2628728	0.57414	-0.04029192	0.863	-0.3782477	0.53
AVL9	0.03831445	0.555	0.0282264	0.86575	-0.05659092	0.419	0.0061841	0.979
GOLGA3	0.05885513	0.555	-0.0207144	0.95526	-0.19869637	0.0522	0.1695087	0.557
USP32P3	0.27980498	0.555	0.2880059	0.75728	0.27057661	0.491	-0.0598689	0.965
TRPM4	0.08842804	0.555	0.0220177	0.96938	0.29150389	0.0482	-0.1857349	0.677
NNAT	-0.09639862	0.555	-0.3524614	0.10693	-0.43405724	0.00967	-0.522429	0.1
HBB	-0.28716011	0.555	-0.7759482	0.37358	0.00406352	0.994	-1.6050949	0.145
FBXL7	0.12528824	0.556	0.1089293	0.83827	0.13017303	0.499	0.1934695	0.718
NUBPL	-0.0683871	0.556	-0.0137899	0.97326	-0.04355202	0.725	-0.1892549	0.532
CALML6	-0.19292042	0.556	-0.3855848	0.58978	-0.56022822	0.12	-1.139536	0.169
PHTF2	-0.15436606	0.556	-0.1055085	0.90196	0.02242011	0.948	0.161948	0.865
VWCE	-0.34638477	0.556	-0.5036874	0.62203	-0.40479667	0.334	-1.7941664	0.0586
UCP3	0.12184105	0.556	-0.0392461	0.95563	0.04263387	0.853	0.4367731	0.243
SETBP1	-0.08331821	0.556	-0.1143266	0.74477	-0.08143897	0.583	-0.1060627	0.793
LOC107986437	0.18283343	0.556	0.291197	0.70896	0.27497923	0.318	0.4436706	0.5
EIF4G1	0.05170649	0.556	-0.0908717	0.58012	-0.16823384	0.132	-0.148082	0.487
CTDNEP1	-0.0955349	0.556	-0.1990708	0.56206	0.31004646	0.0649	-0.1123004	0.822
ZNF497	-0.09195588	0.556	-0.2092733	0.48218	-0.38419246	0.00292	-0.6431433	0.0572
LINC01447	0.47105027	0.556	1.1793537	0.41016	1.04721149	0.162	1.4824875	0.397
CLIP1-AS1	-0.09233587	0.556	-0.1138197	0.7662	-0.3638398	0.0426	-0.2550811	0.523
LOC105378833	0.15835934	0.556	0.3644397	0.50383	-0.14432581	0.619	0.4622655	0.483
CIITA	0.06876137	0.556	0.1183455	0.68438	0.11205906	0.443	0.1116187	0.712
EIF3C	-0.0976722	0.556	-0.2319574	0.50221	-0.12686535	0.463	0.0425763	0.937
MICAL2	-0.10366238	0.556	-0.2592769	0.41673	-0.21483516	0.222	0.1909642	0.703
NDN	-0.16386557	0.556	0.1257082	0.85572	0.45621834	0.0902	0.6767275	0.282
AKAP13	-0.04415223	0.556	-0.0615603	0.65368	-0.27468376	0.00383	0.0844677	0.642
NPEPPS	-0.07259426	0.556	-0.1270671	0.64881	0.05235016	0.693	-0.1655612	0.641
MFSD12	-0.07295137	0.556	-0.0404391	0.89712	0.00175415	0.991	-0.3812709	0.165
ATP6AP1-DT	-0.12129742	0.556	-0.1320129	0.79314	0.17681714	0.385	-0.2447014	0.611
ITGA9-AS1	-0.09221516	0.556	-0.0690047	0.85433	-0.00241339	0.989	0.1791326	0.603
SFRP5	-0.31497217	0.556	0.4425976	0.68014	0.57355251	0.202	1.6927808	0.12
LOC107984275	0.10673998	0.556	-0.0261267	0.96798	0.03244121	0.871	0.1599281	0.678
KTN1	-0.06168048	0.556	-0.0085452	0.98342	-0.24822958	0.0135	-0.0420531	0.907
SPESP1	-0.54259106	0.556	-0.3486982	0.87388	-0.29451849	0.734	-1.8205181	0.327
LOC400541	0.14259516	0.556	0.023272	0.97889	-0.10866872	0.656	-0.1710319	0.81
NEURL4	-0.05518807	0.556	-0.0734841	0.75391	-0.33008056	0.00057	-0.1670971	0.499
CCL5	0.18176938	0.556	0.4602758	0.38312	0.59775293	0.0314	1.0838738	0.0792
RAB5C	0.06888896	0.556	0.0271778	0.94381	0.20695646	0.107	0.1202157	0.72
AKAP1	-0.06985699	0.556	-0.2319183	0.25333	-0.34187093	0.00553	-0.4318121	0.0974
CBX4	0.07895854	0.556	-0.1073243	0.71022	0.01385652	0.926	-0.3080819	0.275
SULT2A1	0.13154523	0.556	0.4265076	0.27249	0.17755968	0.409	-0.1568912	0.802
PKN2	0.04534657	0.557	0.0014802	0.99578	-0.0767633	0.346	-0.001996	0.994
GPSM2	0.05284374	0.557	0.0022607	0.99385	-0.10928895	0.214	0.0979981	0.692
XRCC5	-0.08030175	0.557	-0.0886877	0.79219	-0.19787633	0.103	-0.1067818	0.796
TRAK1	-0.07472815	0.557	-0.1455095	0.61782	-0.15275322	0.243	-0.3610918	0.259
ROBO1	0.12809182	0.557	0.424885	0.23098	0.60701689	0.00254	1.3430049	0.000421
TBC1D19	-0.06696214	0.557	-0.0398707	0.89958	0.08433421	0.463	0.3525911	0.112
THAP9-AS1	0.0842974	0.557	0.0870084	0.79834	0.04452364	0.738	0.2451202	0.462
LOC105377623	-0.19727072	0.557	-0.1556498	0.8543	-0.22599318	0.511	-0.5915369	0.491
PNRC1	-0.05965358	0.557	-0.0128631	0.97177	0.30321776	0.00858	0.1096437	0.672
FRK	0.06887147	0.557	-0.0741752	0.79068	-0.20397517	0.0374	-0.2911207	0.3
SHH	-0.11669573	0.557	-0.2374225	0.52454	-0.28311677	0.0919	-0.2711709	0.572
LOC107986943	-0.46686416	0.557	-0.5099487	0.77642	0.19380156	0.807	-0.6896566	0.726
TAF1L	0.14673178	0.557	-0.1571836	0.80464	-0.25142193	0.317	-0.3664938	0.578
LOC105376023	-0.27879565	0.557	-0.5050517	0.62413	-0.58295968	0.209	-1.9098631	0.0826
FAM107B	0.05789525	0.557	-0.0345629	0.89897	0.08824851	0.305	0.1187246	0.622
STIM1	-0.06524027	0.557	-0.0647966	0.79673	0.05315795	0.61	-0.2138471	0.339
CPSF7	-0.04270974	0.557	-0.0465228	0.78025	-0.12385765	0.0464	-0.2073503	0.152
PLCB3	-0.06585391	0.557	-0.1010907	0.68818	-0.10914853	0.269	0.0024705	0.995
LNX2	0.08067004	0.557	-0.0066636	0.98854	0.12601346	0.293	0.0231542	0.959
VWA8-AS1	-0.15066615	0.557	-0.0956371	0.89003	-0.32699928	0.199	-0.6770069	0.247
ADPGK	-0.03932625	0.557	0.0530254	0.73114	-0.16937815	0.0221	0.0843839	0.601
KIF7	0.14015243	0.557	0.0920458	0.91135	0.12611443	0.618	0.4208212	0.472
AP3S2	0.06482593	0.557	-0.0873492	0.67911	-0.14889691	0.105	-0.2600504	0.191
TMEM204	-0.09325749	0.557	0.0680364	0.87085	0.43408695	0.0153	0.3294823	0.379
AATF	-0.04228298	0.557	0.0833895	0.57945	-0.17175679	0.0261	0.0749583	0.698
CFAP53	-0.19109902	0.557	-0.0794641	0.93901	-0.10254249	0.781	0.4144948	0.598
GPX4	-0.08553457	0.557	-0.1880255	0.51081	0.27430106	0.222	-0.511474	0.11
ZNF582	0.09900949	0.557	0.0115934	0.9827	-0.14069222	0.329	-0.0165515	0.974
VSNL1	-0.09743472	0.557	0.0927759	0.81762	-0.07485602	0.75	-0.3586145	0.29
TMEM176A	-0.09462919	0.557	-0.0356522	0.95167	0.20900867	0.314	-0.187171	0.672
AKAP8	-0.03520971	0.557	-0.0211313	0.9174	-0.27261208	1.94e-05	-0.2170166	0.106
GTF2H5	-0.08634101	0.558	0.0089549	0.9868	0.23397905	0.213	-0.0215622	0.968
CABP4	-0.14021802	0.558	0.0001091	0.99982	-0.17368926	0.386	-0.0024016	0.997
SNHG19	-0.13675098	0.558	-0.1153884	0.80009	0.10485528	0.673	-0.6298019	0.145
CISD3	-0.072156	0.558	-0.1133182	0.68109	0.27886195	0.167	-0.3303559	0.205
LOC105373027	-0.18171841	0.558	0.0955934	0.92081	-0.10248507	0.773	-0.0431937	0.969
PCNT	-0.08628786	0.558	-0.2524211	0.41016	-0.43433735	0.00327	-0.3193475	0.452
COX7C	-0.09754463	0.558	-0.0506813	0.91977	0.34772122	0.0978	-0.129037	0.796
CAMK4	0.15297246	0.558	-0.1283517	0.82413	0.19800518	0.437	-0.0047678	0.995
ZFHX4	-0.08240466	0.558	-0.3002984	0.14349	-0.22850778	0.0417	-0.5556698	0.0427
LOC107987374	-0.2736888	0.558	-0.0737753	0.96004	-0.51335575	0.184	-1.6086748	0.133
LOC105370557	-0.10387414	0.558	-0.0466753	0.93643	-0.15681273	0.401	0.0913143	0.858
MT1E	-0.2350184	0.558	-0.2357677	0.77699	0.04346937	0.912	-1.5588726	0.0381
LOC107985244	-0.08388232	0.558	-0.1938645	0.46019	-0.29916795	0.0687	-0.3970733	0.221
HSPA2-AS1	0.09464765	0.558	0.1945156	0.50061	0.04601644	0.8	-0.072688	0.88
MYH10	-0.07402935	0.558	0.0016109	0.99709	0.05822932	0.697	0.3842022	0.175
PDE4A	0.19592104	0.558	0.1484251	0.80804	0.57841203	0.0148	0.2926195	0.666
CRYZL2P	0.0867721	0.558	-0.2836685	0.22337	-0.04264241	0.784	-0.372951	0.219
STUB1	-0.05428557	0.558	-0.1493946	0.36728	-0.05859279	0.66	-0.2709593	0.19
ZDHHC14	0.08070787	0.558	-0.1548231	0.65607	-0.07135728	0.583	-0.3463477	0.299
LOC112268024	-0.09821843	0.558	-0.1861193	0.52838	-0.06537808	0.746	-0.1276736	0.746
LINGO4	-0.22179239	0.559	0.1472172	0.87829	-0.29539576	0.482	-0.8840681	0.329
PPT2-EGFL8	-0.06855267	0.559	-0.1660144	0.43448	-0.00573745	0.966	-0.3551183	0.17
KNDC1	-0.39099985	0.559	0.3258359	0.87842	-0.04893507	0.947	0.3065719	0.876
TMEM230	0.06438783	0.559	-0.0238588	0.9435	0.13596833	0.261	-0.078707	0.788
IL2RB	0.1246888	0.559	-0.0071687	0.99207	0.94401174	0.000236	-0.0539357	0.926
ZNF208	0.19366448	0.559	-0.0048434	0.99652	0.11610725	0.752	-0.0319954	0.977
ZSCAN25	0.11299108	0.559	0.1544756	0.72774	-0.09290534	0.681	0.0565913	0.928
LOC105376506	0.21053483	0.559	-0.6719289	0.24403	-0.71060313	0.0152	-1.7428843	0.0179
LRRC9	0.12972438	0.559	0.0333377	0.97415	-0.23057637	0.381	-0.2537527	0.686
GNPDA2	0.08032645	0.559	-0.066513	0.8427	0.11717467	0.396	0.2281093	0.491
ASB6	-0.06403626	0.559	-0.0154472	0.96807	-0.05822441	0.6	0.00192	0.996
SERPINH1	0.08848591	0.559	0.1276605	0.71115	0.1607967	0.241	0.9317589	0.00321
MYL6	0.07564212	0.559	0.062023	0.85218	0.26449347	0.071	0.3344163	0.276
RNF126	-0.07031128	0.559	-0.2058888	0.28875	0.10063159	0.515	-0.6122162	0.00898
CHMP4A	0.06226039	0.559	0.059254	0.76287	0.2038252	0.0439	0.3141653	0.0928
TRH-GTG1-7	-0.26809984	0.559	-0.3144024	0.75275	-0.73517842	0.0462	-0.1480547	0.914
PSMD9	0.06912342	0.559	0.0411268	0.90978	0.19509868	0.127	0.0734741	0.832
TGOLN2	0.07211283	0.559	0.0843827	0.77696	0.28529189	0.0133	-0.1619642	0.623
GRB14	-0.06446672	0.559	-0.1306472	0.58093	-0.22589684	0.0595	-0.5202714	0.0474
TMEM273	-0.0927263	0.559	0.0994802	0.73844	0.21342635	0.214	0.7639044	0.00199
MAN1C1	-0.1119989	0.559	-0.0034431	0.99597	0.18856024	0.293	-0.1274815	0.832
PIPSL	-0.09425852	0.559	-0.1170709	0.74232	-0.15986846	0.265	-0.1240557	0.764
DPEP2	-0.09084373	0.559	0.1303583	0.67149	-0.06515227	0.682	-0.336	0.236
ELOA-AS1	-0.04928665	0.559	-0.0485527	0.82681	-0.16059271	0.0417	-0.172415	0.354
TTC21B-AS1	-0.13641118	0.559	-0.0473936	0.94792	-0.43282904	0.0482	-0.3821213	0.488
SPCS1	0.06595523	0.559	0.0676634	0.8171	0.36911117	0.0159	0.0159408	0.969
LOC101928631	0.15773324	0.559	0.079948	0.91362	-0.13370413	0.618	-0.1034375	0.899
LOC101929141	0.31062122	0.56	0.3407983	0.72149	0.16433272	0.72	-0.3041808	0.804
IL6R	-0.09470066	0.56	-0.0899071	0.82639	-0.50551522	0.00744	-0.8515579	0.00898
HMGN3	0.05847909	0.56	-0.082995	0.67137	0.02769023	0.831	-0.0349284	0.904
GZMK	0.17552817	0.56	0.5904949	0.1748	0.62127247	0.0234	0.9212471	0.0775
BCLAF1	0.04766394	0.56	0.0772152	0.65607	-0.02338502	0.79	0.1407748	0.497
CDC123	0.05331978	0.56	0.1028693	0.51688	0.21863327	0.0393	0.1732643	0.397
LINC01852	-0.20287337	0.56	0.2103476	0.78495	0.33094326	0.252	0.8934354	0.185
BOLA2B	0.09708448	0.56	-0.1613425	0.65726	0.27704932	0.129	0.2310084	0.593
TRAPPC8	0.0365078	0.56	0.0537794	0.72684	-0.10692732	0.107	-0.0600146	0.752
GGCX	-0.04834949	0.56	-0.1023398	0.50534	-0.07959462	0.431	-0.1621516	0.405
CD24	0.33397966	0.56	0.8325646	0.42718	1.17542511	0.0149	2.1788663	0.0679
LOC105378469	0.15525382	0.56	-0.0969686	0.92655	-0.07393889	0.874	-0.4857237	0.548
HSPB1	-0.12744547	0.56	-0.307106	0.48417	0.00515023	0.987	-0.2744967	0.644
PEX5	-0.0715834	0.56	-0.1303179	0.52269	-0.25010229	0.0158	-0.285959	0.237
REEP6	0.11565779	0.56	-0.0341287	0.96134	-0.0740043	0.759	-0.6241869	0.206
LOC101927377	-0.09755044	0.561	-0.3390936	0.23464	-0.07320496	0.642	-0.2855424	0.465
ARHGAP30	0.1037977	0.561	0.2806334	0.31422	0.26030668	0.113	0.6046356	0.0668
SLC18B1	0.07249949	0.561	0.0478845	0.87785	0.1608065	0.14	0.4090593	0.081
ARID4B	0.04422969	0.561	0.0623079	0.72103	-0.11249697	0.175	0.1536121	0.394
FSTL1	-0.12371654	0.561	0.0566696	0.93191	0.61910918	0.0143	1.1389947	0.00612
LOC107986126	0.19064592	0.561	0.6770955	0.15744	0.38029271	0.181	1.0726954	0.0812
ZNHIT1	-0.07439424	0.561	-0.024977	0.95152	0.24663409	0.199	-0.5352909	0.0216
PPP2R5A	-0.05446611	0.561	0.0134948	0.96901	0.07787081	0.369	-0.059691	0.816
LOC107984281	0.23336356	0.561	-0.2367293	0.79923	-0.23336056	0.557	0.1004268	0.931
LOC107984312	-0.15108413	0.561	-0.301186	0.51081	-0.43960742	0.0657	-0.529768	0.38
LINC01876	-0.27907968	0.561	-0.1412274	0.9006	-0.12770696	0.799	-0.8643238	0.341
KLRC4	0.18616846	0.561	0.2803458	0.6594	0.46826265	0.0955	1.1390668	0.0527
CYP3A7-CYP3A51P	0.22837164	0.561	0.4464567	0.54178	0.56995202	0.0878	-0.4481678	0.599
RPL32P3	-0.07395623	0.561	-0.080017	0.79897	-0.0131038	0.931	-0.0955875	0.769
GJC3	-0.1335899	0.561	-0.2931593	0.53763	-0.1322266	0.574	-1.1881862	0.0349
LOC102723795	0.14804425	0.561	0.0832698	0.89656	-0.15331992	0.503	-0.1702853	0.789
TAS2R30	-0.09404797	0.561	-0.2477621	0.42781	-0.2983437	0.111	0.0064533	0.992
RRN3P3	-0.07166666	0.561	-0.1576911	0.50054	-0.29725201	0.0101	-0.3697201	0.171
LOC100288123	-0.14250124	0.561	-0.1322661	0.79426	-0.47011035	0.0168	-0.6793605	0.188
KIF22	-0.08335699	0.561	-0.0016201	0.99709	0.13922424	0.433	-0.2968464	0.361
ZMYM4	0.03323103	0.562	0.0025015	0.99207	0.03241321	0.594	0.1112346	0.468
FLOT1	-0.05864015	0.562	-0.0276498	0.94516	0.04136235	0.763	0.0618786	0.857
LOC101928361	0.1080413	0.562	0.1942471	0.54601	0.00865331	0.967	0.6354433	0.0257
LOC107987250	-0.09829809	0.562	-0.0551156	0.91206	-0.3569825	0.0289	-0.7152	0.0489
CD27-AS1	-0.08394775	0.562	0.061353	0.82663	0.05928753	0.657	0.1571744	0.568
TMEM229B	0.12748414	0.562	0.2091929	0.67013	0.25813256	0.206	0.5772865	0.218
LOC107984984	0.09203687	0.562	0.0435962	0.90373	-0.34395531	0.0066	-0.2280293	0.477
CHSY3	0.09059244	0.562	0.1009877	0.80107	0.02354193	0.903	0.4522728	0.198
BTBD18	-0.09383549	0.562	-0.0648093	0.8829	0.00677863	0.973	-0.4519326	0.235
TTLL5	0.07431506	0.562	-0.0264078	0.94792	-0.05525476	0.648	0.1476713	0.645
APOE	0.08475585	0.562	-0.196467	0.52262	-0.11414144	0.578	-0.4718032	0.182
LOC107986020	-0.16650933	0.562	-0.3651941	0.50323	-0.2541134	0.404	-0.1926984	0.814
LOC107985361	-0.11891409	0.562	-0.1529477	0.75951	-0.01753911	0.949	-0.2263692	0.692
LINC03063	-0.22246649	0.562	-0.5241646	0.41103	-0.53896088	0.0443	-1.2847588	0.0128
TNS1	-0.09787297	0.562	-0.2958347	0.35374	-0.12140954	0.478	-0.2635887	0.55
KNG1	-0.05700538	0.562	-0.0012563	0.99709	0.02929198	0.857	-0.1944965	0.499
SNCAIP	-0.15181253	0.562	-0.1389473	0.8229	-0.10953513	0.676	-0.1735082	0.792
MRM2	0.0563248	0.562	0.0945334	0.67436	0.07715026	0.469	0.1377227	0.592
LINC02718	-0.16264505	0.562	-0.3083488	0.57084	-0.25672617	0.297	-0.2804036	0.698
MEGF11	-0.04616868	0.562	-0.0149029	0.9408	-0.15272245	0.0514	-0.0176778	0.929
LOC101927088	-0.25574916	0.562	-0.4157079	0.5567	-0.78470838	0.00638	-0.5736838	0.49
PPFIBP1	0.05178231	0.562	-0.0086392	0.97889	-0.19608669	0.00975	-0.0377232	0.873
APPAT	0.14035943	0.562	0.1573098	0.76524	0.10079618	0.662	0.4589845	0.312
TP53	0.07191192	0.563	0.16344	0.50134	0.31400906	0.00758	0.2334621	0.444
RPL21P44	-0.09722682	0.563	-0.240049	0.48301	-0.24494737	0.15	-0.5324169	0.165
HPRT1	-0.13984488	0.563	-0.021132	0.9827	0.43186604	0.0669	-0.3748913	0.581
SNORA27	0.13476401	0.563	0.1122994	0.8496	0.50598366	0.0324	0.0464845	0.949
ITFG1	0.04751807	0.563	0.0714716	0.70073	0.1632172	0.0424	0.2031468	0.299
MFAP1	0.04882937	0.563	0.132117	0.37407	-0.02049553	0.832	0.423631	0.00669
GRAPL	-0.10841895	0.563	-0.2623995	0.43545	-0.46397702	0.00609	-0.2696414	0.508
CYP26B1	-0.30216828	0.563	-0.2629604	0.82208	-0.00263191	0.996	-0.7958968	0.442
INTS5	-0.0756941	0.563	-0.1024869	0.74779	-0.11047357	0.412	-0.3354633	0.308
KLRK1-AS1	0.16333095	0.563	0.1238206	0.86586	0.217702	0.426	0.2854708	0.65
FBXO25	0.05545377	0.563	0.0153487	0.96161	0.05693186	0.499	0.0555273	0.847
LOC107984492	-0.1666667	0.563	0.0699738	0.92591	-0.40101598	0.108	-0.1750083	0.814
VAPB	0.05989869	0.563	-0.0307505	0.90941	0.1651959	0.114	-0.0112519	0.972
RETREG3	-0.05342866	0.563	-0.0030833	0.99254	-0.12998114	0.103	-0.105745	0.704
COL5A2	0.1301685	0.563	0.2494238	0.4962	0.14690103	0.348	0.8101785	0.0302
ANO7L1	0.1457797	0.564	-0.0190938	0.9827	-0.05341486	0.85	0.3929663	0.499
WDR6	-0.06534508	0.564	-0.0837403	0.75033	-0.17551022	0.109	-0.22993	0.398
PCF11	-0.03111983	0.564	-0.012475	0.93707	-0.21345198	0.00325	0.0287389	0.843
ARPIN-AP3S2	0.06393591	0.564	-0.081162	0.69375	-0.1349136	0.136	-0.2306611	0.241
CRTC3-AS1	0.12071867	0.564	0.1604313	0.71488	0.32097299	0.0492	-0.2337672	0.657
LOC105372061	0.35431064	0.564	0.9557771	0.39757	0.99011459	0.0497	1.4398661	0.323
GRK3	0.10853339	0.564	0.5036864	0.04067	0.3158118	0.0442	0.6799208	0.062
PRKAR2B	-0.08627856	0.564	0.1038387	0.75639	0.14510982	0.301	0.2041534	0.554
RETREG2	-0.05271741	0.564	-0.023585	0.93639	-0.12500627	0.109	-0.1924786	0.428
COL10A1	0.06525225	0.564	0.0165623	0.95806	0.00825083	0.957	0.3642077	0.151
ACTR1A	0.07285502	0.564	0.0482808	0.90202	0.11305605	0.37	0.1745977	0.628
HRH1	-0.18581598	0.564	0.1666552	0.8011	-0.15533445	0.56	0.3523518	0.592
MATR3	0.03951159	0.564	0.0706577	0.66265	-0.0005776	0.996	0.2720368	0.1
MIR3145	0.12244183	0.564	-0.1372063	0.78979	-0.09197137	0.68	-0.1267724	0.836
FGF14-IT1	-0.27721369	0.564	0.0801473	0.9592	-0.08860752	0.861	0.3846936	0.762
ATXN7L3-AS1	-0.13766669	0.564	-0.0818708	0.90557	0.05920022	0.828	-0.4351861	0.479
ZNF674	0.05378454	0.564	-0.0309684	0.89554	0.00844466	0.93	0.0022868	0.994
LOC105374775	-0.09915972	0.564	-0.1695659	0.64291	-0.21580412	0.2	-0.519993	0.113
SSBP4	-0.09763693	0.564	-0.0900386	0.79979	0.39437106	0.0334	-0.3791533	0.25
WASH9P	-0.07683237	0.564	-0.1102739	0.71647	-0.13848952	0.253	-0.3156367	0.307
NAXE	-0.07040477	0.564	-0.1296579	0.60774	0.1559847	0.31	-0.1612346	0.626
BDH1	-0.05947067	0.564	-0.138378	0.50058	-0.29906154	0.0267	-0.7965826	1.4e-05
LOC107987267	-0.20049963	0.564	-0.4544738	0.34225	-0.64821323	0.0104	-0.5293869	0.402
EXOC6	0.0764237	0.565	0.1378478	0.66626	0.20327612	0.105	0.1800442	0.651
CHD3	-0.09719503	0.565	0.0881957	0.8496	0.28251407	0.137	0.690485	0.0747
THOP1	-0.14031311	0.565	-0.0937842	0.87144	-0.26696216	0.197	-0.6671242	0.15
AP1B1	0.07089795	0.565	-0.0346354	0.92914	-0.02728965	0.841	0.0144085	0.974
ERICH3	-0.18134371	0.565	-0.3043306	0.58176	-0.68447227	0.00627	-0.5196555	0.5
MRPS14	-0.04906119	0.565	-0.0398972	0.84433	-0.03004934	0.749	-0.0581746	0.761
H2AC18	0.12583528	0.565	-0.0169377	0.98145	0.28121272	0.236	-0.0574076	0.931
UGT1A1	0.17585766	0.565	0.2522045	0.71909	0.01864978	0.954	0.4576788	0.51
ACP6	-0.07744345	0.565	-0.2371727	0.30296	-0.14100957	0.275	-0.5046525	0.0766
FBXO41	0.10444885	0.565	0.0309461	0.96648	0.40352726	0.0345	0.0280349	0.957
RAP1GAP	-0.14697974	0.566	0.3697027	0.44389	0.46518921	0.0676	0.1335916	0.86
KANSL3	-0.04054397	0.566	-0.0498349	0.81377	-0.07262719	0.458	-0.0650515	0.758
SOCAR	0.17755879	0.566	0.2036391	0.7662	0.58290454	0.105	1.1760061	0.0262
CLASP1-AS1	-0.10226571	0.566	-0.1860255	0.61091	-0.10048333	0.581	-0.2394206	0.561
AGPAT5	-0.15184358	0.566	0.1661976	0.82169	-0.11254509	0.65	0.3659881	0.603
TAS2R14	0.1095598	0.566	0.0190992	0.97918	-0.06356987	0.79	-0.0240546	0.974
RBM25	-0.04293352	0.566	0.0052114	0.98503	-0.24288654	0.00576	-0.0152543	0.955
NEDD4	0.10765061	0.566	0.2339326	0.50937	0.01096538	0.964	0.0049063	0.994
SCN9A	-0.19220445	0.566	0.1014743	0.92167	-0.19006545	0.585	-1.149537	0.135
POLR1E	-0.09048337	0.566	-0.1522454	0.62644	-0.01574336	0.94	-0.1049985	0.778
RFXAP	0.09362596	0.566	-0.0090053	0.98845	-0.05657507	0.746	0.0290375	0.953
METTL23	-0.05667706	0.566	0.0218429	0.94074	0.14073247	0.233	0.0277016	0.926
FAM149A	-0.05354296	0.566	0.0015194	0.99607	-0.03986319	0.762	-0.2972775	0.121
RALGAPA2	-0.04711702	0.566	-0.1115113	0.49162	-0.18012534	0.0545	-0.3574144	0.016
LINC02940	-0.14957674	0.566	-0.0665277	0.91899	0.03685784	0.876	-0.1672952	0.784
GRM7	0.13740166	0.566	-0.1615399	0.79165	-0.3029342	0.275	0.0160692	0.985
NAT2	0.09528669	0.566	-0.1001597	0.79096	0.31290144	0.0783	-0.1477335	0.729
COQ8B	-0.07840057	0.566	-0.0947048	0.77696	-0.11295737	0.349	-0.3257897	0.3
ACKR2	-0.13064981	0.566	-0.2370732	0.60262	0.39756106	0.0561	-0.4694319	0.347
SLC12A2-DT	0.07346008	0.566	0.0148896	0.97218	0.02644994	0.836	0.3285167	0.202
CLNS1A	-0.04277376	0.566	0.0513157	0.80945	0.06846254	0.428	0.0706196	0.752
TMEM260	0.04078568	0.566	0.1014632	0.41367	-0.03998063	0.63	0.0674378	0.707
LOC105370743	0.23680177	0.566	0.4915455	0.51126	-0.35722485	0.343	-0.1687557	0.883
TPRG1	-0.15953437	0.567	-0.3343891	0.50748	-0.2099777	0.285	-0.4543107	0.296
MMP21	-0.15341343	0.567	-0.3130311	0.49828	-0.24275397	0.3	-0.6169437	0.299
KCTD21-AS1	-0.08420113	0.567	-0.1408158	0.62775	-0.21152288	0.0865	-0.3531839	0.242
LOC112267859	0.14886248	0.567	-0.2765324	0.62938	-0.0117341	0.973	-1.106099	0.0657
MAGOH-DT	-0.17347072	0.567	-0.3854055	0.49176	-0.07167051	0.815	0.2948207	0.649
BOLA2-SMG1P6	0.06804861	0.567	-0.0541724	0.86189	0.0797881	0.475	-0.0489838	0.894
DLEU1	-0.06394816	0.567	-0.0537235	0.85215	-0.18227807	0.0918	-0.1743305	0.534
